area_type,availability,size,society,total_sqft,bath,balcony,price,site_location,crime_rate,essential_services_nearby
Super built-up  Area,19-Dec,3 BHK,Jurdsig,1520 - 1740,,,74.82,Hadapsar,0.04013053609291273,school
Super built-up  Area,Ready To Move,3 BHK,MacleK ,2405,4.0,2.0,260.0,Hadapsar Industrial Estate,0.4952109869988506,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,Brnia G,1080,2.0,2.0,72.0,Hingne Khurd,0.4879741779354808,hospital
Plot  Area,Ready To Move,2 Bedroom,,1500,2.0,1.0,115.0,Jangali Maharaj Road,0.46024847424307047,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,,1900,3.0,2.0,119.0,Kalyani Nagar,0.9568439181889855,hospital
Super built-up  Area,19-Aug,2 BHK,,805,2.0,1.0,22.14,Karve Nagar,0.16087594760762025,hospital
Super built-up  Area,Ready To Move,2 BHK,PrityTr,1153,2.0,2.0,56.4,Karve Road,0.18416576090334125,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,AlEcone,1148,2.0,2.0,60.0,Kasba Peth,0.9782791548078356,school
Super built-up  Area,Ready To Move,2 BHK,Laowsba,1110,2.0,2.0,55.0,Katraj,0.2867302591357419,hospital
Built-up  Area,Ready To Move,2 BHK,Saave R,1100,2.0,2.0,42.0,Khadaki,0.5184130705325045,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Anave S,1290,2.0,2.0,110.0,Khadki,0.3494155838532311,hospital
Super built-up  Area,Ready To Move,3 BHK,,1500,2.0,1.0,65.0,Kharadi,0.48976744180690146,hospital
Super built-up  Area,18-Apr,2 BHK,,1080,2.0,2.0,39.0,Kondhwa,0.7084927742256076,hospital
Super built-up  Area,21-Jun,3 BHK,Saityat,1933,3.0,1.0,129.0,Kondhwa Budruk,0.02854171698746022,petrol_pumps
Built-up  Area,Ready To Move,5 Bedroom,,3500,5.0,2.0,150.0,Kondhwa Khurd,0.03188109147358997,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,,1060,2.0,2.0,60.0,Koregaon Park,0.8516084975003476,hospital
Super built-up  Area,18-Aug,1 BHK,SunceEs,645,1.0,1.0,16.45,Kothrud,0.7416913530113654,petrol_pumps
Plot  Area,Ready To Move,8 Bedroom,,2600,8.0,2.0,180.0,Law College Road,0.06339873100332272,petrol_pumps
Super built-up  Area,18-Sep,1 BHK,SunceEs,645,1.0,1.0,16.45,Laxmi Road,0.9835567381335079,school
Super built-up  Area,Ready To Move,3 BHK,SJcerpe,1644,3.0,3.0,84.0,Lulla Nagar,0.6120296322987874,hospital
Super built-up  Area,Ready To Move,2 BHK,Supams ,1285,2.0,3.0,72.5,Mahatma Gandhi Road,0.5731987463054108,school
Plot  Area,Ready To Move,3 Bedroom,,1200,3.0,1.0,90.0,Mangalwar peth,0.12463575249087999,school
Super built-up  Area,Ready To Move,2 BHK,CoapeSo,910,2.0,1.0,40.0,Manik Bagh,0.8329627850579371,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Bisic C,1577,3.0,1.0,70.0,Market yard,0.9068876951245786,petrol_pumps
Plot  Area,17-May,3 Bedroom,Sreat R,4050,3.0,2.0,280.0,Model colony,0.19540667494570096,hospital
Super built-up  Area,Ready To Move,3 BHK,Inntsa ,2420,3.0,2.0,185.0,Mukund Nagar,0.19664050261837018,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,KHityry,800,1.0,1.0,20.0,Mundhawa,0.6162829567896666,school
Built-up  Area,Ready To Move,2 BHK,,1060,2.0,2.0,55.0,Nagar Road,0.41792186150581745,hospital
Super built-up  Area,Ready To Move,2 BHK,BriumMi,1270,2.0,2.0,93.0,Nana Peth,0.10756477471549186,school
Super built-up  Area,18-Jun,2 BHK,,900,2.0,2.0,22.5,Narayan Peth,0.03310720948346568,school
Built-up  Area,Ready To Move,2 Bedroom,,1280,2.0,1.0,69.0,Narayangaon,0.7921812652771756,school
Plot  Area,Ready To Move,4 Bedroom,,1200,2.0,0.0,95.0,Navi Peth,0.07432963612968735,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,,1025,2.0,2.0,36.0,Padmavati,0.2200652061189694,petrol_pumps
Super built-up  Area,17-Jun,2 BHK,Prarkun,1108,2.0,1.0,63.0,Parvati Darshan,0.7890380007438687,hospital
Plot  Area,Ready To Move,5 Bedroom,,1200,5.0,,170.0,Pashan,0.6640320601452134,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Calyxy ,3045,3.0,2.0,170.0,Paud Road,0.6553901043644761,school
Plot  Area,Ready To Move,4 Bedroom,Thessrm,2900,3.0,2.0,300.0,Pirangut,0.20202731610853175,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,JJortom,1500,3.0,2.0,75.5,Prabhat Road,0.5694146213262241,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1295,2.0,2.0,43.9,Pune Railway Station,0.575517754363689,hospital
Super built-up  Area,Ready To Move,2 BHK,PrityTr,1162,2.0,1.0,59.9,Rasta Peth,0.9336059708875469,school
Super built-up  Area,Ready To Move,2 BHK,Usquaya,1035,2.0,2.0,49.2,Raviwar Peth,0.488091960051692,school
Built-up  Area,Ready To Move,4 Bedroom,Natic T,1600,4.0,0.0,52.8,Sadashiv Peth,0.924338366945634,school
Super built-up  Area,Ready To Move,3 BHK,,1464,3.0,2.0,46.0,Sahakar Nagar,0.6180832255163745,petrol_pumps
Super built-up  Area,18-Oct,3 BHK,DSapeSk,1866,2.0,2.0,61.58,Salunke Vihar,0.9943515212088865,school
Super built-up  Area,Ready To Move,2 BHK,Jahtsa ,700,1.0,1.0,26.0,Sasson Road,0.3111523038192425,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Prillot,1804,3.0,2.0,120.0,Satara Road,0.4837449098577481,school
Super built-up  Area,Ready To Move,2 BHK,,913,2.0,1.0,32.0,Senapati Bapat Road,0.33936449497901966,school
Super built-up  Area,21-Dec,3 BHK,Sodgere,1868,3.0,2.0,131.0,Shaniwar Peth,0.8592507955591824,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,,883,2.0,1.0,45.0,Shivaji Nagar,0.5593107591575079,school
Plot  Area,Ready To Move,2 Bedroom,,900,2.0,1.0,110.0,Shukrawar Peth,0.8432182870315627,hospital
Super built-up  Area,Ready To Move,3 BHK,,1664,2.0,3.0,73.95,Sinhagad Road,0.5239238265924687,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,SoitaCa,2026,3.0,2.0,132.0,Somwar Peth,0.36096671085408527,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Soestin,1210,2.0,1.0,80.9,Swargate,0.46208328184866865,school
Plot  Area,Ready To Move,4 Bedroom,Sreat R,4111,4.0,2.0,250.0,Tilak Road,0.5362262122619531,hospital
Super built-up  Area,Ready To Move,3 BHK,Alestrb,1762,3.0,3.0,91.45,Uruli Devachi,0.7842851052927009,school
Super built-up  Area,Ready To Move,3 BHK,DLhtsen,1252,3.0,3.0,55.0,Vadgaon Budruk,0.1435287254648101,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,Mauner ,861,2.0,1.0,34.5,Wadgaon Sheri,0.7320090638029446,school
Built-up  Area,Ready To Move,3 BHK,Brnia G,1420,2.0,1.0,100.0,Viman Nagar,0.906238782712186,petrol_pumps
Plot  Area,Ready To Move,6 Bedroom,,1450,6.0,0.0,250.0,Vishrant Wadi,0.5710706688837771,hospital
Built-up  Area,Ready To Move,3 BHK,GaicaVe,1490,3.0,1.0,78.8,Wagholi,0.515764908537473,school
Super built-up  Area,Ready To Move,3 BHK,,1075,2.0,1.0,46.0,Wakadewadi,0.6845896897952786,school
Super built-up  Area,18-Aug,3 BHK,Saesttt,1425,2.0,2.0,94.0,Wanowrie,0.19170564248924427,school
Built-up  Area,Ready To Move,2 BHK,Nae 2El,1200,2.0,1.0,40.0,Warje,0.8521233649969536,school
Super built-up  Area,Ready To Move,3 BHK,,1280,2.0,2.0,56.0,Yerawada,0.3998173986753407,school
Super built-up  Area,Ready To Move,2 BHK,Bhinglv,1084,2.0,2.0,50.0,Alandi Road,0.8294318223843976,petrol_pumps
Super built-up  Area,18-Jul,2 BHK,SunceEs,1015,2.0,2.0,25.88,Ambegaon Budruk,0.47543466816373436,petrol_pumps
Super built-up  Area,21-May,2 BHK,GolusLi,1017,2.0,1.0,51.25,Anandnagar,0.45925540147536204,school
Super built-up  Area,Ready To Move,2 BHK,,1027,2.0,2.0,44.0,Aundh,0.1304251318189017,school
Super built-up  Area,Ready To Move,2 BHK,Coush W,1069,2.0,2.0,45.0,Aundh Road,0.011634743281520477,school
Super built-up  Area,Ready To Move,2 BHK,Prersis,1349,2.0,1.0,98.2,Balaji Nagar,0.7945988901248056,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,NaensGa,1005,2.0,1.0,50.0,Baner,0.6285337837857304,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Arzzo P,1417,2.0,3.0,75.0,Baner road,0.0884064596889853,hospital
Plot  Area,18-Jan,3 Bedroom,,1475,3.0,1.0,98.0,Bhandarkar Road,0.16943744505569602,school
Carpet  Area,Ready To Move,2 BHK,SMikaay,950,2.0,2.0,47.0,Bhavani Peth,0.5511124363769533,school
Super built-up  Area,Ready To Move,4 BHK,Prave E,2000,4.0,0.0,120.0,Bibvewadi,0.7010267896111789,petrol_pumps
Plot  Area,Ready To Move,3 Bedroom,,880,3.0,1.0,140.0,Bopodi,0.16985714906343696,school
Super built-up  Area,Ready To Move,4 BHK,Ahriaup,1863,3.0,2.0,104.0,Budhwar Peth,0.16297026605494502,school
Super built-up  Area,Ready To Move,2 BHK,Priewhi,1010,2.0,1.0,29.5,Bund Garden Road,0.59116515606486,school
Super built-up  Area,Ready To Move,3 BHK,Shodsth,1425,2.0,1.0,70.0,Camp,0.0013703593445544282,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Swadeh ,1450,3.0,0.0,100.0,Chandan Nagar,0.8413183539262371,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Somumys,1847,3.0,2.0,105.0,Dapodi,0.21781331407996818,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Soran U,1100,2.0,3.0,45.0,Deccan Gymkhana,0.8265769736404766,school
Super built-up  Area,20-Dec,1 BHK,PrarePa,525,1.0,1.0,26.0,Dehu Road,0.8880346741839887,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Puestig,1665,3.0,2.0,95.0,Dhankawadi,0.30362988070407737,petrol_pumps
Super built-up  Area,Ready To Move,4 BHK,Prntsrt,1664,4.0,3.0,65.0,Dhayari Phata,0.6909287664701674,hospital
Super built-up  Area,Ready To Move,3 BHK,Maerar ,1850,3.0,3.0,150.0,Dhole Patil Road,0.8757368905235152,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Vaesh T,1438,2.0,3.0,100.0,Erandwane,0.8789335907631675,school
Super built-up  Area,Ready To Move,3 BHK,MaisePa,1560,3.0,3.0,115.0,Fatima Nagar,0.5099003099835422,school
Super built-up  Area,18-Apr,2 BHK,,1350,2.0,1.0,55.55,Fergusson College Road,0.5296872640945537,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,JRrnauv,1550,3.0,3.0,67.0,Ganesh Peth,0.5432193886329996,petrol_pumps
Super built-up  Area,18-Apr,2 BHK,,1140,2.0,2.0,46.5,Ganeshkhind,0.5723557857388755,hospital
Plot  Area,Ready To Move,5 Bedroom,,1200,5.0,2.0,180.0,Ghorpade Peth,0.011834388901152737,petrol_pumps
Super built-up  Area,18-Dec,2 BHK,,850,2.0,2.0,27.0,Ghorpadi,0.7977028891860145,hospital
Super built-up  Area,Ready To Move,2 BHK,Gotis A,1280,2.0,2.0,75.0,Gokhale Nagar,0.025591687240638095,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,,1170,2.0,2.0,52.0,Gultekdi,0.2201012909919039,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Puodse ,1113,2.0,1.0,51.0,Guruwar peth,0.4667866325253469,hospital
Super built-up  Area,Ready To Move,2 BHK,Mileeou,1385,2.0,1.0,83.09,Hadapsar,0.7256415217539306,hospital
Super built-up  Area,18-Apr,2 BHK,Prarkun,1128,2.0,1.0,65.0,Hadapsar Industrial Estate,0.12782444606200694,petrol_pumps
Plot  Area,Ready To Move,2 Bedroom,,1200,2.0,2.0,128.0,Hingne Khurd,0.8672281746950445,school
Plot  Area,Ready To Move,4 Bedroom,,1200,4.0,3.0,165.0,Jangali Maharaj Road,0.6793324746552175,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,PhestOn,2390,3.0,2.0,415.0,Kalyani Nagar,0.8416914819893845,school
Plot  Area,Ready To Move,4 Bedroom,,2400,4.0,1.0,400.0,Karve Nagar,0.6148726127425398,hospital
Super built-up  Area,Ready To Move,3 BHK,NRowse ,1464,3.0,2.0,56.0,Karve Road,0.7362814253806759,school
Super built-up  Area,Ready To Move,2 BHK,,1200,2.0,2.0,55.0,Kasba Peth,0.8242083730963333,school
Super built-up  Area,Ready To Move,2 BHK,Abncy R,1200,2.0,2.0,52.0,Katraj,0.4770611801447632,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Baowsig,1150,2.0,1.0,55.0,Khadaki,0.6610474210333708,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,Itala A,1645,3.0,2.0,95.0,Khadki,0.9389971359554407,petrol_pumps
Super built-up  Area,20-Mar,2 BHK,,1000,2.0,1.0,67.0,Kharadi,0.5018428537168977,petrol_pumps
Plot  Area,Ready To Move,4 Bedroom,,2650,4.0,2.0,198.0,Kondhwa,0.7564083861635864,school
Super built-up  Area,Ready To Move,2 BHK,HMinebo,1192,2.0,2.0,74.0,Kondhwa Budruk,0.8253120496044454,hospital
Super built-up  Area,Ready To Move,3 BHK,K borja,2135,3.0,2.0,215.0,Kondhwa Khurd,0.5096478911646877,hospital
Super built-up  Area,19-Dec,2 BHK,Oreldhi,1173,2.0,1.0,58.0,Koregaon Park,0.8782933507276842,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,Sungspr,1020,2.0,2.0,45.0,Kothrud,0.5635020622681868,school
Super built-up  Area,Ready To Move,4 BHK,Prtanha,3122,6.0,2.0,230.0,Law College Road,0.1899080911953066,school
Super built-up  Area,Ready To Move,3 BHK,,1600,3.0,3.0,64.0,Laxmi Road,0.28861318154014404,hospital
Plot  Area,18-Mar,2 Bedroom,,1200,2.0,0.0,79.0,Lulla Nagar,0.045509115539067224,petrol_pumps
Carpet  Area,Ready To Move,2 BHK,,1230,2.0,3.0,48.0,Mahatma Gandhi Road,0.9717394992371259,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Clntsrt,1250,2.0,2.0,40.0,Mangalwar peth,0.6521184814862903,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,PuamaPa,1325,2.0,2.0,76.0,Manik Bagh,0.9010348045445702,school
Built-up  Area,Ready To Move,3 BHK,Brngsal,1850,3.0,1.0,150.0,Market yard,0.5522745633383582,hospital
Super built-up  Area,21-Dec,1 BHK,PrarePa,525,,,21.53,Model colony,0.8758554417003017,hospital
Super built-up  Area,Ready To Move,2 BHK,,1200,2.0,2.0,65.0,Mukund Nagar,0.2700172568324386,school
Plot  Area,Ready To Move,3 Bedroom,,1350,2.0,0.0,140.0,Mundhawa,0.6133748738861106,school
Super built-up  Area,18-Jun,3 BHK,SSestth,1260,3.0,1.0,49.36,Nagar Road,0.2649536028340045,school
Super built-up  Area,Ready To Move,3 BHK,Vancy R,1800,3.0,0.0,150.0,Nana Peth,0.575038180967856,hospital
Plot  Area,18-Dec,3 Bedroom,PrhyaK ,11,3.0,2.0,74.0,Narayan Peth,0.5080176504810786,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,Miwel M,1100,2.0,1.0,43.25,Narayangaon,0.33174381105773565,hospital
Super built-up  Area,Ready To Move,2 BHK,SrEndPo,1508,2.0,1.0,77.0,Navi Peth,0.8557013200299811,school
Carpet  Area,Ready To Move,3 BHK,Puens G,1592,3.0,2.0,75.0,Padmavati,0.6978336987193745,school
Super built-up  Area,Ready To Move,2 BHK,SagasSa,1388,2.0,3.0,57.0,Parvati Darshan,0.4784724248783715,hospital
Super built-up  Area,18-May,1 BHK,SNbay G,630,1.0,1.0,28.35,Pashan,0.014119747775702685,hospital
Plot  Area,Ready To Move,3 Bedroom,,2000,3.0,2.0,365.0,Paud Road,0.3219085794172384,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,,1762,3.0,1.0,125.0,Pirangut,0.6469757213684882,petrol_pumps
Super built-up  Area,21-Dec,2 BHK,,950,2.0,2.0,50.0,Prabhat Road,0.7194098791981974,hospital
Super built-up  Area,Ready To Move,4 BHK,Soianal,3252,5.0,3.0,335.0,Pune Railway Station,0.6809189014885767,school
Super built-up  Area,18-Aug,2 BHK,Vrenty ,1116,2.0,1.0,50.0,Rasta Peth,0.7205026142397409,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,AriosHe,1308,2.0,2.0,89.04,Raviwar Peth,0.33153041852866505,school
Super built-up  Area,Ready To Move,3 BHK,,1200,3.0,0.0,90.0,Sadashiv Peth,0.1458908380497993,school
Plot  Area,Ready To Move,4 Bedroom,,1500,4.0,2.0,230.0,Sahakar Nagar,0.7972267449846178,petrol_pumps
Built-up  Area,Ready To Move,1 BHK,,500,1.0,1.0,18.5,Salunke Vihar,0.6440498510176627,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,SLureSi,1075,2.0,1.0,52.0,Sasson Road,0.8593636066599402,petrol_pumps
Super built-up  Area,18-Mar,1 BHK,Siissi ,530,1.0,0.0,11.66,Satara Road,0.619078876284376,hospital
Built-up  Area,Ready To Move,2 BHK,,1205,2.0,3.0,66.0,Senapati Bapat Road,0.2749440605639969,hospital
Super built-up  Area,Ready To Move,2 BHK,Mangsr ,1075,2.0,2.0,60.0,Shaniwar Peth,0.2695031890665299,school
Built-up  Area,Ready To Move,2 BHK,HovasTe,930,2.0,2.0,39.0,Shivaji Nagar,0.28251989719834536,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Exncene,1380,2.0,1.0,60.0,Shukrawar Peth,0.740495941150512,petrol_pumps
Super built-up  Area,Ready To Move,4 BHK,Prersis,2483,5.0,2.0,212.0,Sinhagad Road,0.8564888220160912,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,Shyas S,1166,2.0,2.0,55.0,Somwar Peth,0.9059403454908764,hospital
Super built-up  Area,Ready To Move,2 BHK,NadelCi,1050,2.0,1.0,65.0,Swargate,0.6558747176319538,hospital
Super built-up  Area,19-Mar,3 BHK,Sothadr,2023.71,3.0,2.0,275.0,Tilak Road,0.68521134940812,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Dhalsh ,1200,2.0,2.0,46.8,Uruli Devachi,0.2654700961574211,hospital
Super built-up  Area,Ready To Move,3 BHK,Puarent,1600,2.0,1.0,108.0,Vadgaon Budruk,0.5225651907427451,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,MaionPa,1935,3.0,2.0,110.0,Wadgaon Sheri,0.07300980954158554,hospital
Super built-up  Area,18-May,1 BHK,Maian M,451,1.0,0.0,29.9,Viman Nagar,0.22852058862306568,hospital
Super built-up  Area,Ready To Move,3 BHK,ShstaAl,1800,3.0,2.0,95.0,Vishrant Wadi,0.6349114119769553,petrol_pumps
Super built-up  Area,18-May,3 BHK,Shard T,1400,3.0,0.0,77.0,Wagholi,0.5102009885912392,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,SoitaCa,1801,3.0,2.0,115.0,Wakadewadi,0.6192447429540162,hospital
Built-up  Area,Ready To Move,2 BHK,Neagar ,1451,2.0,,90.0,Wanowrie,0.8213051925095657,hospital
Plot  Area,19-Jan,2 Bedroom,,1200,1.0,1.0,36.0,Warje,0.001748639905561955,hospital
Super built-up  Area,Ready To Move,2 BHK,Dhalsh ,1160,2.0,2.0,44.0,Yerawada,0.06571083179767623,hospital
Built-up  Area,Ready To Move,2 BHK,,1000,2.0,1.0,25.0,Alandi Road,0.6788209849040663,hospital
Super built-up  Area,Ready To Move,2 BHK,Wiowsri,950,2.0,1.0,40.0,Ambegaon Budruk,0.17939218398607326,hospital
Built-up  Area,20-Dec,3 BHK,,1629,3.0,2.0,79.0,Anandnagar,0.9121330367951442,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,,1580,2.0,0.0,134.0,Aundh,0.6749384105798634,school
Super built-up  Area,21-Jun,3 BHK,Saityat,1826,3.0,2.0,121.0,Aundh Road,0.9382498485444694,hospital
Built-up  Area,Ready To Move,2 BHK,Eladero,1245,2.0,1.0,94.0,Balaji Nagar,0.9011516476680422,hospital
Super built-up  Area,Ready To Move,2 BHK,Lancyey,1145,2.0,2.0,45.79,Baner,0.16136617873023162,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Suiseit,825,2.0,1.0,33.0,Baner road,0.859928058494033,school
Super built-up  Area,18-Aug,3 BHK,Aroomba,1693,3.0,3.0,108.0,Bhandarkar Road,0.7483574238173348,school
Super built-up  Area,Ready To Move,2 BHK,Courf T,1113.27,2.0,2.0,53.0,Bhavani Peth,0.15264702152983622,school
Built-up  Area,Ready To Move,2 BHK,VMowsea,1460,2.0,1.0,58.0,Bibvewadi,0.7182852103834373,school
Built-up  Area,Ready To Move,2 BHK,S onsMa,1050,2.0,1.0,32.0,Bopodi,0.7565259669754311,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,Tuentpa,1260,2.0,2.0,55.0,Budhwar Peth,0.3881865262710473,hospital
Super built-up  Area,Ready To Move,6 BHK,,700,3.0,,120.0,Bund Garden Road,0.7035199547021477,school
Built-up  Area,Ready To Move,2 BHK,Tovesee,1656,2.0,1.0,120.0,Camp,0.6605376509405855,hospital
Super built-up  Area,Ready To Move,3 BHK,Vailsaf,1208,3.0,1.0,45.0,Chandan Nagar,0.4398089066161751,school
Super built-up  Area,Ready To Move,3 BHK,BrlisCo,1910,3.0,2.0,161.0,Dapodi,0.6745435243289272,hospital
Super built-up  Area,Ready To Move,4 BHK,Haestt ,3252,4.0,1.0,230.0,Deccan Gymkhana,0.29486294570007754,school
Plot  Area,Ready To Move,2 Bedroom,,1200,2.0,1.0,65.0,Dehu Road,0.1395478989048663,hospital
Super built-up  Area,Ready To Move,4 BHK,,1200,4.0,1.0,175.0,Dhankawadi,0.003235221849321901,school
Super built-up  Area,Ready To Move,2 BHK,BriumMi,1175,2.0,1.0,82.0,Dhayari Phata,0.8669181876880102,school
Plot  Area,Ready To Move,2 Bedroom,,1000,2.0,0.0,165.0,Dhole Patil Road,0.7419437344610302,hospital
Plot  Area,Ready To Move,4 Bedroom,,1200,2.0,0.0,125.0,Erandwane,0.5109094645730413,school
Super built-up  Area,Ready To Move,3 BHK,PhestOn,2390,3.0,2.0,410.0,Fatima Nagar,0.8266893842197097,petrol_pumps
Super built-up  Area,19-Jan,7 BHK,,12000,6.0,3.0,2200.0,Fergusson College Road,0.40062582651666645,school
Plot  Area,Ready To Move,2 Bedroom,,550,1.0,1.0,62.0,Ganesh Peth,0.3434599682146193,petrol_pumps
Super built-up  Area,Ready To Move,1 BHK,,34.46Sq. Meter,1.0,0.0,18.5,Ganeshkhind,0.6028149692604062,hospital
Super built-up  Area,Ready To Move,2 BHK,Hoxiaa ,1185,2.0,,38.0,Ghorpade Peth,0.4443979651849441,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,VBvenal,750,2.0,1.0,38.0,Ghorpadi,0.20897271283024155,hospital
Plot  Area,Ready To Move,6 Bedroom,,1200,7.0,3.0,250.0,Gokhale Nagar,0.012911246992287184,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,JRrnauv,1550,3.0,3.0,64.5,Gultekdi,0.15870558084428643,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,Hoeatan,1760,3.0,2.0,88.0,Guruwar peth,0.9516253623426268,school
Super built-up  Area,Ready To Move,2 BHK,Asity S,1125,2.0,2.0,62.0,Hadapsar,0.6658569158932146,school
Plot  Area,Ready To Move,3 Bedroom,,1350,3.0,2.0,150.0,Hadapsar Industrial Estate,0.05610886130594461,petrol_pumps
Plot  Area,17-Dec,2 Bedroom,,1000,2.0,1.0,55.0,Hingne Khurd,0.24167355714590988,petrol_pumps
Built-up  Area,18-Aug,2 BHK,,1090,2.0,2.0,31.48,Jangali Maharaj Road,0.9328662109046989,hospital
Plot  Area,Ready To Move,2 Bedroom,,1200,2.0,0.0,60.0,Kalyani Nagar,0.17442522963718954,hospital
Super built-up  Area,Ready To Move,3 BHK,PrityTr,1991,4.0,2.0,103.0,Karve Nagar,0.810817086951964,school
Super built-up  Area,18-Oct,2 BHK,DSoodil,1060,2.0,1.0,26.5,Karve Road,0.7346304898007692,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,SJarkte,1105,2.0,1.0,75.0,Kasba Peth,0.6783619473945536,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,Dhgraas,985,2.0,2.0,67.0,Katraj,0.4987883268502922,school
Plot  Area,Ready To Move,6 Bedroom,,1533,5.0,3.0,85.0,Khadaki,0.1797271243314157,hospital
Super built-up  Area,17-Jul,3 BHK,HiqueMa,1590,3.0,2.0,79.0,Khadki,0.002777863029115535,school
Super built-up  Area,Ready To Move,2 BHK,Srshq T,1120,2.0,2.0,55.0,Kharadi,0.7192385878718325,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,SPontna,1069,2.0,1.0,55.0,Kondhwa,0.7961911655605208,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Prionad,1933,3.0,2.0,140.0,Kondhwa Budruk,0.7000593240544367,petrol_pumps
Built-up  Area,16-Mar,2 BHK,PuendWe,1194,2.0,0.0,69.0,Kondhwa Khurd,0.1734283987063835,school
Super built-up  Area,Ready To Move,2 BHK,Danna S,1150,2.0,3.0,69.0,Koregaon Park,0.27698039801154883,hospital
Super built-up  Area,Ready To Move,2 BHK,,1240,2.0,2.0,47.12,Kothrud,0.12360537242262337,school
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1419,2.0,2.0,48.1,Law College Road,0.11041579897647136,petrol_pumps
Plot  Area,Ready To Move,8 Bedroom,,1200,8.0,,250.0,Laxmi Road,0.9050438453364242,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Bltonin,2150,4.0,,240.0,Lulla Nagar,0.8510837578495554,school
Super built-up  Area,Ready To Move,3 BHK,MSanaer,1450,3.0,2.0,55.0,Mahatma Gandhi Road,0.8175461145747885,petrol_pumps
